product_id,total_orders,total_revenue,avg_price,demand_score,category
00be617b58175bf207fd35910d5097a4,5,361.61,48.9,1808.0500000000002,Medium Demand
00c1e6d55fe174bfbb179257255e49bb,1,165.56,146.65,165.56,Low Demand
00c3e35b00dd00ab864d4a94c1b97e66,2,226.15,99.99,452.3,Low Demand
00c407e056c74eb8040a1233ca6da16f,1,103.37,84.9,103.37,Low Demand
00c744ca2f3b0e76ce227b146095d3f9,1,49.55,33.9,49.55,Low Demand
00c794371af4dc7c5b6ba3ef913556bb,1,25.42,10.9,25.42,Low Demand
00cc15e0cef551848c797ab75ba904b1,1,768.99,749.99,768.99,Medium Demand
00cf06147ed4880ec5fbba2adbb20e1d,1,39.23,21.0,39.23,Low Demand
00d2add85b1f5aba6bb3d5d977314e25,2,818.0999999999999,351.055,1636.1999999999998,Medium Demand
00d2fa6f2a87633084c8e0400d41a65a,1,252.36,113.9,252.36,Low Demand
00d363b8c14bb9a6c73febc4c42acf47,1,30.86,19.9,30.86,Low Demand
00d51a45854ebce28acda79f414388ee,1,39.61,31.9,39.61,Low Demand
00d62b338366db4c4aec8547ea8f928e,1,45.0,29.9,45.0,Low Demand
00d62d0388b0786d730a1aaed91c0ae0,1,25.75,13.9,25.75,Low Demand
00d93a09990b319a7c946ed7a8c67656,1,195.93,169.9,195.93,Low Demand
00dc8a1b2de45a7fca5921544e5f351d,2,122.13,83.99,244.26,Low Demand
00ddaddbe03b7103d80daee96892363f,1,34.77,26.99,34.77,Low Demand
00de606a5dda99c2499f94ef18282977,1,133.94,118.8,133.94,Low Demand
00de7f393d962717eeeb2d7131a40dba,18,3399.85,106.34444444444443,61197.299999999996,High Demand
00df6fc5f33cc3f7ceec4ec6337d9cd7,1,1015.18,999.99,1015.18,Medium Demand
00e040fed5fb843e28740181ddca3521,1,29.77,21.99,29.77,Low Demand
00e2784f846618842151d40ec730ece0,1,142.07,109.9,142.07,Low Demand
00e32638060f6356e6f00749dc466b5c,7,830.41,99.85714285714286,5812.87,Medium Demand
00e41fb1706dc56cc3bbdd2c1d6df362,1,36.75,24.9,36.75,Low Demand
00e437f5e55fc5a62e4ef2f84f41b5fb,1,46.94,9.9,46.94,Low Demand
00e4ded51458037ecda216453eb79d3c,1,168.46,130.0,168.46,Low Demand
00e62bcf9337ca4c5d5b4c5c8188f8d2,1,225.25,208.69,225.25,Low Demand
00e928700d549c4173b1bf631ca30abf,1,98.32,55.9,98.32,Low Demand
00efb9a8ce0cf3b2f37892ab003edc10,1,312.42,289.9,312.42,Low Demand
00f179926ae5965cd6ff548d765d8a61,3,102.13,15.89,306.39,Low Demand
00f2fa1c4397392f20e5627e3220accd,1,158.77,99.99,158.77,Low Demand
00f42e56821b1779fbf397fe72639054,2,347.67,99.99,695.34,Medium Demand
00f8c37377b038c9c791128d2f928111,3,62.29,21.566666666666663,186.87,Low Demand
00faa46f36261af8bbf3a4d37fa4841b,11,3567.74,281.3636363636364,39245.14,High Demand
00fd6afd95fe066db8433832180a5369,1,1520.71,1502.93,1520.71,Medium Demand
00fefaf41156bb4b0d850fb27da97897,5,130.01999999999998,13.99,650.0999999999999,Medium Demand
00ffe57f0110d73fd84d162252b2c784,2,192.44,179.98,384.88,Low Demand
0103208eb1ea5a1a7359c0251a65e37a,1,792.17,759.9,792.17,Medium Demand
0103863bf3441460142ec23c74388e4c,1,61.45,27.3,61.45,Low Demand
0105b5323d24fc655f73052694dbbb3a,6,771.62,129.99,4629.72,Medium Demand
01078a94cb29913dfda1a962fd4e3400,2,177.1,74.9,354.2,Low Demand
01084e8138d03dc691daa19aa6c12471,2,226.52,44.9,453.04,Low Demand
010951987d78f9d52fbf50a43b690ba1,3,1872.72,177.9,5618.16,Medium Demand
010a3a47c14f1295796c08419f32cef6,3,135.78,9.99,407.34000000000003,Low Demand
010c38887e6a41a5acfea2687515b254,3,230.47,59.9,691.41,Medium Demand
010c79af51e82f60de174b6da6060c0a,2,194.52,87.9,389.04,Low Demand
010c988805cc0a13b9ba455ffc6c8510,2,336.23,149.0,672.46,Medium Demand
010f24a605e8431fc68562e597f80d63,1,33.23,24.9,33.23,Low Demand
0110573bc9195aa810a4384f189f48f5,8,750.12,119.99,6000.96,Medium Demand
0110986ff84d644fee920efb18577292,1,86.64,59.9,86.64,Low Demand
0111ab6fb41da433e0f17d3f4ec2c8f5,3,397.34,35.0,1192.02,Medium Demand
0112c32bab2fb9a2147b92cdd5f1d3e7,1,83.02,65.0,83.02,Low Demand
011377a7487fef47fc9e73fa5f7322a6,2,299.28,48.99,598.56,Medium Demand
0116f3b947377cccf0135f8071b54d74,1,112.55,99.9,112.55,Low Demand
01175f0c6182b4410c669417d7e8268f,1,50.19,35.09,50.19,Low Demand
011967a30ceeaa86acb72e79664544ad,3,430.27,99.90000000000002,1290.81,Medium Demand
011ae9863bd5b15e528a16dd8ceb4772,7,4949.92,678.4714285714286,34649.44,High Demand
011bb8a6af5178b33871a83c4f297d32,1,105.22,31.58,105.22,Low Demand
011be89e68e286ac07f51c22ecbb04aa,2,208.09,69.9,416.18,Low Demand
011c2759ca1a29c74ecd8bfa48d0ac14,1,82.32,22.9,82.32,Low Demand
01217a683550744160a91eaa46a92305,5,530.48,55.5,2652.4,Medium Demand
0124d1581f26143e988b8e1a4b7adab7,2,141.04,24.3,282.08,Low Demand
0127db1f4effcf8f5b88d80588bc5624,2,148.25,49.0,296.5,Low Demand
0129d1e9b29d3fe6833cc922374cd252,7,235.97,11.662857142857144,1651.79,Medium Demand
012dd0e1c1f14325ee35f06748329355,1,309.33,299.08,309.33,Low Demand
0130c4375ccbe30dbfa676abd076a056,2,205.48,84.9,410.96,Low Demand
013298e0648d412de0d65690045493bc,1,72.18,49.9,72.18,Low Demand
0134eb6b933b7ebc0f9e24ae5abefaa0,1,49.32,40.5,49.32,Low Demand
0135900191d4383219257d6fde585ccf,2,785.72,158.99,1571.44,Medium Demand
01365901d8f2247976a7e5d4c98c52c0,3,217.37,29.0,652.11,Medium Demand
0138b665025e0b24bfa6206d97b0f117,1,179.2,169.9,179.2,Low Demand
013b5dd7d319685753e2c12292975615,1,362.81,265.99,362.81,Low Demand
013c4b7963865454407e0c79047636c3,1,80.02,52.7,80.02,Low Demand
013cc658e88b36989b48b2bd5f7add59,1,177.1,119.49,177.1,Low Demand
013e6676e0e3529e5909ff54370daddf,8,4327.37,287.4,34618.96,High Demand
013ee64977aaa6b2b25475095162e0e9,15,1613.16,69.99,24197.4,High Demand
013fef6ee8c8f3ff998e8f0a950a0495,1,20.89,13.5,20.89,Low Demand
0141015d2469c1c5f9d7d377d1cdb44a,1,259.59,139.0,259.59,Low Demand
0141f5b2fc5389a8b247ae23b58482ef,1,215.14,199.0,215.14,Low Demand
01422266d7a3131403364787ef9dab11,2,310.14,33.9,620.28,Medium Demand
0142fd5bd2e0923cf2dbc73d471dda34,1,92.16,74.9,92.16,Low Demand
014a8a503291921f7b004a5215bb3c36,19,1648.58,36.612631578947365,31323.019999999997,High Demand
014d94f219fbff1166b9cf700eee36b2,1,392.31,199.9,392.31,Low Demand
014fcf6bd5cd4c7ee29fb3bb618c445e,1,738.16,699.99,738.16,Medium Demand
01503fbd89d42654631476b292b8bc8c,1,97.48,89.99,97.48,Low Demand
0152cb427657428c06633fce6d721da4,2,363.18,169.9,726.36,Medium Demand
0152f69b6cf919bcdaf117aa8c43e5a2,73,2569.7,15.26986301369863,187588.09999999998,High Demand
01545847403c0f1e69d76654d66be35c,3,171.27,43.23333333333333,513.8100000000001,Medium Demand
015527ec9502daa03dfd0e22ef1d1288,2,66.89,26.0,133.78,Low Demand
01586bfbe1d5449887f1cac4ad1fbd02,2,54.54,14.735,109.08,Low Demand
01593b27eef404f592e6a3f1174493bf,2,470.56,219.99,941.12,Medium Demand
015dfd6612249811b2e147c1f3be048f,1,41.75,29.9,41.75,Low Demand
015e04445dedbd5da301ef29cbb03f83,5,468.89,62.7,2344.45,Medium Demand
015e652da4f31f2f7a051a6de66094c0,2,215.53,74.9,431.06,Low Demand
015ec57b45a4c3efc70288eb133d623a,1,322.89,305.0,322.89,Low Demand
015f06d7b83e5a6f7d1765fb5d8bdfa6,1,35.86,24.9,35.86,Low Demand
01604238fbc11ce379e537a76b26bc94,2,146.2,18.32,292.4,Low Demand
0160785b697a5ea87d52949bd097ce05,3,1122.16,208.9,3366.4800000000005,Medium Demand
0160814e8c847c018da9cf3e01c271be,1,87.38,79.56,87.38,Low Demand
0164201c7c8b81dc5779e015e2d7be59,2,104.57999999999998,21.99,209.15999999999997,Low Demand
016711f78a6a87696645db0a6a834826,20,2199.77,100.135,43995.4,High Demand
0167ff78aa8cd40d5432d3daae646c7a,1,58.64,46.9,58.64,Low Demand
016809bbae76f284266dcffcbb12480b,1,84.56,69.9,84.56,Low Demand
0168e1b28d8e55a515928cf656eff0a4,2,164.61,39.7,329.22,Low Demand
016becd5c493d3b3872aaa7294accf52,1,155.59,136.5,155.59,Low Demand
016cae136d358dcdacbd7ac9f1864c09,5,407.76,63.0,2038.8,Medium Demand
016f3b29107ed03252e477b08445cec4,1,70.91,54.9,70.91,Low Demand
017066298c485af1e19e55363f5dc362,2,69.39,21.99,138.78,Low Demand
017457b0013d01d5a5a4a020ed1f14b9,1,48.79,27.95,48.79,Low Demand
0174eb125f49a617bd9c6277e5aa76a9,1,161.06,152.25,161.06,Low Demand
0176300ac9900e260f35fbddd71c6d92,1,159.89,120.9,159.89,Low Demand
017692475c1c954ff597feda05131d73,27,925.16,14.097777777777775,24979.32,High Demand
0176bf7839ab4e611dc01cdc3ef6f4e4,8,1801.78,203.875,14414.24,High Demand
017e3ffa31fcd2f8061fa66a9e486381,1,1672.67,1654.44,1672.67,Medium Demand
017e8dcb2e1a468d46e6e80fd694c5ec,1,138.82,118.8,138.82,Low Demand
0182796b487918d688ba48cf3a0d1bf4,1,219.63,199.0,219.63,Low Demand
0182db9fc95fd36e324e8a4c40c0819a,1,155.95,139.9,155.95,Low Demand
01847cb3f55acfd629641e58e38e561e,7,472.62,53.71428571428572,3308.34,Medium Demand
01849445c151d94a1f0cfff03c9ed154,1,63.27,49.9,63.27,Low Demand
0185e6719ca5c224fc53853997fa3f68,1,125.52,110.0,125.52,Low Demand
0185f302dc17abf603edfe7929a0120a,1,77.57,59.9,77.57,Low Demand
01880e9ca075037ac0520fb94c07a79a,2,58.6,16.49,117.2,Low Demand
01886ce599b5837b3e1966cdafacd080,1,56.47,40.0,56.47,Low Demand
018ca97302e4293050cc41413194bb19,1,99.95,88.0,99.95,Low Demand
018e4943e4cc9ed099f6fc1a7b65b07d,1,65.35,49.9,65.35,Low Demand
019003324f0a201dd2c8962beaf94b6d,1,168.72,64.99,168.72,Low Demand
0192191cc1bc83262d6667c54c2e048f,2,207.47,84.9,414.94,Low Demand
0193fc18d9a6e9b9b0b3a41768fefa12,2,285.34,119.9,570.68,Medium Demand
01948c8dbac93beb665f136bccd530d8,1,96.93,69.9,96.93,Low Demand
0198a991deae439205851e71a7b0bdf7,1,330.8,269.9,330.8,Low Demand
019d8b8866a5555ac955b45ffd35e039,1,93.52,74.9,93.52,Low Demand
01a0f7d0d081d619be810e512be45f97,1,300.44,286.0,300.44,Low Demand
01a184b7d8422cd95e9cf2a8cff32b5e,2,270.75,119.9,541.5,Medium Demand
01a2ad2b54cd734f78cb817da7752d8b,2,142.01999999999998,56.5,284.03999999999996,Low Demand
01a5038835acf17f141c7247956b72d6,4,479.17,102.4,1916.68,Medium Demand
01a52711e989a817ab8100ddcf8d2940,1,142.51,129.9,142.51,Low Demand
01a630ec9b9f9387e5a91c1f83bd209b,1,24.72,7.12,24.72,Low Demand
01a88bd2633c52bcc66348307cb3ae15,2,1782.28,359.98,3564.56,Medium Demand
01a900ffd5609ad754c38f9dcbce8c6d,1,126.23,99.0,126.23,Low Demand
01a9707790aab6855a6438b92c4c396b,1,104.11,89.9,104.11,Low Demand
01a977e282d5884149e79181506c0941,1,52.63,35.0,52.63,Low Demand
01aa9c122bda45bcbf7edd32fbc36d23,1,320.05,239.0,320.05,Low Demand
01aace6e8152ecaf9eb47678521069c6,1,45.76,23.7,45.76,Low Demand
01af6a4592d74b6d41ceeede0bd8b417,1,217.74,199.9,217.74,Low Demand
01b0238705b6ae8e35c6fea837e6ae4a,1,53.98,8.03,53.98,Low Demand
01b154ceb5457897eb28b9e549f28219,1,85.41,78.0,85.41,Low Demand
01b25153516d822621a92f9ce0b03e17,1,44.24,34.9,44.24,Low Demand
01b660ebc1a0c293ccf9b117fa6dd8bb,1,245.07,54.9,245.07,Low Demand
01b8234bc0c131e61acb47932d0bc25f,1,35.14,19.9,35.14,Low Demand
01b864cf36d60d972e2e29d8c5084d64,1,161.46,139.99,161.46,Low Demand
01bacce2c74317ed2524bcaabae2e9d4,1,40.52,28.78,40.52,Low Demand
01bc2a3c12d6e588aecb54ffad194c13,3,377.92,119.83333333333331,1133.76,Medium Demand
01bd9be7c04525d23a4a901b4abbf56c,6,1116.32,159.9,6697.92,High Demand
01c2e91674406ebaca6a1bbf7f61c3f0,1,1021.48,175.4,1021.48,Medium Demand
01c3486b189d16ad1b35270d5881e5a4,1,235.23,199.75,235.23,Low Demand
01c666c82f414c762ad21bffa56e8b49,1,113.44,94.9,113.44,Low Demand
01c69d0fbb0d9d8f42ac171ac1238233,1,864.98,680.0,864.98,Medium Demand
01c96f284d6c40f92f25142a59328511,3,1243.5,389.0,3730.5,Medium Demand
01c9a70868bec5b748c67fcc26ce5895,19,2129.23,102.79473684210528,40455.37,High Demand
01caf54032309b518a584331b8a673f6,1,68.3,54.9,68.3,Low Demand
01cb96c64e8e35f29826a58963f6ecc5,1,163.06,99.0,163.06,Low Demand
01cda14e6051f3dcf61bb80abf210b79,2,84.05,24.89,168.1,Low Demand
01cdc6fbdb39fc792bb4c40164ce2331,1,148.15,114.9,148.15,Low Demand
01cf56cd6138b926a4802d16fc304149,6,1228.59,178.61,7371.539999999999,High Demand
01cf7c4cffff8db0a1cbe612bd2d50a4,10,515.95,20.925,5159.5,Medium Demand
01cf8c7364048b4b6ed0fe400667054d,1,257.77,229.9,257.77,Low Demand
01cfc3d9c29504c2d370933e53f002b4,2,632.67,179.0,1265.34,Medium Demand
01d15932271068f9fd1f369b8449cac1,2,289.01,121.55,578.02,Medium Demand
01d40fca05c4227b987ee069be837b49,1,525.79,199.9,525.79,Medium Demand
01d4157fd9738ea81038316ae4cfc192,6,977.42,56.0,5864.5199999999995,Medium Demand
01da7f08d8327e0b4fab7edaa0c417a4,8,2309.23,271.625,18473.84,High Demand
01e20e6604216c8adb31d463214ba00c,1,891.86,319.9,891.86,Medium Demand
01e25be2c25019945382e057a8292e72,1,136.37,113.0,136.37,Low Demand
01e66dc5bf4d5a186d856506a4f0fea2,1,37.01,24.41,37.01,Low Demand
01ea398598302b06869909ac5bfa5bcf,1,101.8,85.9,101.8,Low Demand
01ea47d0dff23faa8d07ba3f353d2af0,1,53.22,44.5,53.22,Low Demand
01ebdb7ca76a3c581c0d5229ed80be7c,1,37.68,28.96,37.68,Low Demand
01ece5f98b5fe510881404f92229a49f,1,53.7,39.99,53.7,Low Demand
01ecf875ab885ebcae3dd2b1ccc4715f,1,89.08,69.4,89.08,Low Demand
01ef0716b68c8493434ad32430c24e18,5,608.11,63.59,3040.55,Medium Demand
01f1608fbd6fc5b04308ff6157326e6d,3,147.02,34.99,441.06000000000006,Low Demand
01f2d77d8a63937c77c7128ce4bd2ada,4,418.4,84.9,1673.6,Medium Demand
01f3a99b81f49109d42540d84bcb8e07,2,105.26,45.05,210.52,Low Demand
01f76c07f91a533acd46cc6ab989be23,1,89.57,71.82,89.57,Low Demand
01fc56750f0d3444c4a1746ecf19dee0,3,400.34,84.9,1201.02,Medium Demand
01fd8a430d3bea327b7c71e651391001,1,20.38,12.99,20.38,Low Demand
01ff1ff8aa5dec93e9938b989393a4ca,8,795.51,52.75,6364.08,High Demand
02032c15ca85744c99aa99583e824a90,1,51.1,36.0,51.1,Low Demand
02034d6c9c4814a08a3a0f5a6ad84332,1,297.14,269.0,297.14,Low Demand
02044dc95cf33aaf55e03bde1b042539,2,120.84,45.99,241.68,Low Demand
02064a5bc5d3656476e9dab151c69989,2,510.81,240.5,1021.62,Medium Demand
02090f97a28b3d10d19a09f045f6df34,1,508.84,349.9,508.84,Medium Demand
020a80cb704bf65f38761fcedf2af192,14,1125.63,48.82857142857143,15758.820000000002,High Demand
0210b75f6f4de09dfc17a66803290f8a,1,169.94,142.0,169.94,Low Demand
021426c19c264227de3c34e3f5e2f4ee,1,113.29,104.0,113.29,Low Demand
0214e4741dab5812bb31a61af1dc3de5,1,184.93,169.0,184.93,Low Demand
021c41b063949bf529b79289c58e0a8b,1,117.3,103.0,117.3,Low Demand
021d39ee869e87d5288f4e731df4a90e,1,690.32,636.0,690.32,Medium Demand
021f04378f9692f8747f926f38bb8281,1,82.74,60.5,82.74,Low Demand
022649cdc8ef07dddfa3de3409647e00,1,46.05,34.9,46.05,Low Demand
0226c9207aea0b16076a27ca65cb4929,4,461.18,205.75,1844.72,Medium Demand
02293621a345f7cddda16c5d9c7990e4,6,183.69,21.99,1102.1399999999999,Medium Demand
022b0ef3922883f810bdff4d58e93115,1,123.4,99.9,123.4,Low Demand
022ff42cced44a2b2cca57061cabb526,1,454.48,439.9,454.48,Low Demand
0233382eae30811d6dfffbbfb5de36d8,1,462.91,419.0,462.91,Low Demand
02335f37af17baf50a91273e4bdc8ef4,1,76.5,57.99,76.5,Low Demand
0233dd6f06e23c705ab76dc3ab165837,4,539.09,39.0,2156.36,Medium Demand
023473d9db1c319f2bcd010e043b2ba2,1,170.86,149.9,170.86,Low Demand
02357c69f595e004b50ba115b3f88d63,2,282.4,250.0,564.8,Medium Demand
023a60ac6b3484afe23d788ce2444df0,1,496.18,259.9,496.18,Medium Demand
023d0e2e8457861c3badfb5fa7bcd58a,1,41.04,19.89,41.04,Low Demand
024063adde9af865418b7da3dd897b98,4,410.45,85.0,1641.8,Medium Demand
0241aa4ed831b73fd4940ffd9cec20dc,1,580.31,533.0,580.31,Medium Demand
024553ca83fc6e9ec93f5a9c823d1834,1,160.57,131.25,160.57,Low Demand
02475368dfb38934fe55f574024fe1d7,12,763.63,29.0,9163.56,High Demand
025249b91a565601dc1b8f47ee7a230e,3,757.4,239.0,2272.2,Medium Demand
0254806b6c237bd1f21cae60ea8d1533,2,723.64,116.94,1447.28,Medium Demand
0254a096e569c4a89b6870e9d4a65c3c,3,217.9,57.0,653.7,Medium Demand
0254d6e0da36c6f28720f89cde66819a,1,173.89,153.9,173.89,Low Demand
0257013d9462b3b6e9892bdd10ebe14d,1,38.71,29.99,38.71,Low Demand
0259a8068ce1198d4370abb0d3c2e576,1,27.42,18.7,27.42,Low Demand
0259ef48d9c5f59c3b31147c52db801d,1,90.41,68.0,90.41,Low Demand
025dcf8f0a969c92d254bc425b380685,5,175.49,18.1,877.45,Medium Demand
025dd9fac2544d8e7e3451ec87bc6511,1,210.24,118.58,210.24,Low Demand
02623b0e4e6b951aefb23575de1f3886,1,256.76,54.0,256.76,Low Demand
026311ea0b72ef8c80ebf91efd36b499,1,21.68,13.9,21.68,Low Demand
0268130c8c3e3cac87b5ec4931348c73,1,155.95,139.9,155.95,Low Demand
0269bdfd3a4f3d384753cbadc1d742be,1,39.75,27.9,39.75,Low Demand
026b77b15418f2a8114dfb0026739be4,6,635.5,31.99,3813.0,Medium Demand
026d610705e01d905582241e68aefefe,1,56.85,45.0,56.85,Low Demand
026ddfe4a1a29002815e6da024d6128e,1,98.43,79.99,98.43,Low Demand
026f43af35e7951067097527d5c31bcc,2,844.96,179.9,1689.92,Medium Demand
02706657691ad03bacea6d0d0d69d13d,1,790.68,759.05,790.68,Medium Demand
0271c9f7fe6a29e563ddb672cdcc2968,1,70.27,48.0,70.27,Low Demand
027293c3b6d9e221268d9d6a5ffe5d0b,1,842.96,699.99,842.96,Medium Demand
027325f946f1b3d8f94c3496e9a59a10,2,1996.98,142.9,3993.96,Medium Demand
027bb42a4ef22da4c7a80ecf9c60ba0c,5,627.83,67.9,3139.15,Medium Demand
027cdd14a677a5834bc67a9789db5021,41,4626.11,87.99024390243903,189670.50999999998,High Demand
027e1564c58eb02f39089b2b1f28d5e0,1,102.74,84.9,102.74,Low Demand
0281221c8b9fdc713111952393cba4f3,1,24.79,12.0,24.79,Low Demand
02834e5af210b8a2593eb81eecf40707,1,78.37,65.78,78.37,Low Demand
02851253400fd18410f8eb4369cff9e1,3,432.56,115.56333333333332,1297.68,Medium Demand
0285a1295a18a4d37c11fa446d4c1345,1,35.69,19.9,35.69,Low Demand
0288532d075e4bf58e044c92e68c94cd,1,93.21,65.9,93.21,Low Demand
0288f8dd74b931b4ec7a468fdd6ed040,1,142.28,49.99,142.28,Low Demand
028b0b0277744a9eaa2c4f57c24dcb68,2,1507.88,359.7,3015.76,Medium Demand
